id_avaliacao,id_sessao,nps,csat,comentario,aceitou_pesquisa,score_experiencia,data_avaliacao
9633,38650,10,5,,False,100,2024-02-11 07:25:40
9634,38652,10,5,,False,100,2024-03-26 16:26:29
9635,38659,10,5,,False,100,2024-05-13 20:28:28
9636,38662,10,5,,False,100,2024-06-10 19:37:42
9637,38676,10,5,,True,100,2024-12-13 06:36:37
9638,38683,10,5,,True,100,2024-02-10 18:12:21
9639,38685,10,5,,False,95,2024-06-17 23:56:50
9640,38689,10,5,,False,100,2024-10-19 14:29:15
9641,38694,10,5,,False,100,2024-07-15 17:33:06
9642,38699,10,5,,False,100,2024-10-27 15:07:20
9643,38700,10,5,,True,100,2024-11-01 16:32:17
9644,38701,10,5,,False,100,2024-11-05 08:30:14
9645,38705,9,5,,False,100,2024-04-07 19:31:25
9646,38712,10,5,,True,100,2024-08-30 16:56:58
9647,38713,1,1,,True,0,2024-09-03 10:31:49
9648,38722,10,5,,False,100,2024-12-30 06:15:14
9649,38723,10,5,,False,100,2024-01-17 12:55:07
9650,38725,10,5,,False,100,2024-01-30 13:31:48
9651,38726,10,4,,True,100,2024-02-10 20:14:50
9652,38736,10,5,,False,100,2024-04-27 21:22:49
9653,38737,10,5,,False,100,2024-05-01 07:08:45
9654,38738,10,5,,False,100,2024-05-02 22:49:00
9655,38741,9,5,,False,100,2024-05-18 18:53:08
9656,38742,10,5,,False,100,2024-05-31 18:48:26
9657,38743,10,5,,True,100,2024-07-14 15:43:36
9658,38749,9,5,tive dificuldades. o pix demorou muito para processar. espero melhorias em breve.,False,75,2024-08-30 08:29:49
9659,38755,10,4,,False,100,2024-10-02 11:35:49
9660,38756,10,5,,False,100,2024-10-10 18:28:16
9661,38758,10,5,,True,100,2024-11-20 16:03:53
9662,38763,10,5,,False,100,2024-12-31 16:48:23
9663,38764,10,5,,False,100,2024-01-12 07:34:31
9664,38789,10,5,,True,100,2024-11-06 22:24:26
9665,38790,10,5,,False,100,2024-11-18 17:42:06
9666,38799,10,5,,False,100,2024-09-04 14:25:32
9667,38800,10,5,,False,100,2024-09-13 06:03:29
9668,38801,10,5,,True,100,2024-09-19 18:55:38
9669,38805,10,5,,False,100,2024-12-07 21:24:31
9670,38807,10,5,,True,100,2024-01-30 17:22:09
9671,38817,10,4,,False,100,2024-11-15 12:04:31
9672,38823,10,5,,False,100,2024-02-18 00:03:38
9673,38825,10,4,,True,100,2024-03-04 11:29:28
9674,38828,10,5,,False,100,2024-03-22 14:32:48
9675,38831,10,5,,False,100,2024-05-01 16:23:44
9676,38832,10,5,,False,100,2024-05-17 09:26:41
9677,38836,10,5,,False,100,2024-07-11 20:32:21
9678,38841,10,5,,False,100,2024-09-07 07:24:48
9679,38845,10,5,,False,100,2024-12-03 12:00:23
9680,38849,10,5,,False,100,2024-12-22 21:59:49
9681,38855,10,4,,False,100,2024-11-08 08:13:14
9682,38856,10,5,,True,100,2024-12-01 14:55:51
9683,38860,10,5,,True,100,2024-03-07 10:01:58
9684,38867,10,5,,False,100,2024-03-07 11:03:55
9685,38878,10,5,,False,100,2024-01-20 11:54:25
9686,38883,4,2,não consigo acessar minha conta. já usei outros aplicativos que funcionam melhor.,False,30,2024-05-27 21:33:46
9687,38884,10,5,,False,100,2024-06-19 09:04:43
9688,38889,4,2,fiquei tentando fazer login várias vezes.,True,30,2024-09-04 20:15:53
9689,38894,10,5,,False,100,2024-12-02 05:46:13
9690,38895,10,5,,False,100,2024-12-09 11:01:15
9691,38899,10,5,,False,100,2024-03-10 13:30:14
9692,38912,10,5,,False,100,2024-02-03 09:09:52
9693,38924,10,5,,False,100,2024-05-28 20:52:33
9694,38926,7,5,,False,70,2024-06-12 20:25:40
9695,38935,10,4,,False,100,2024-10-28 17:21:08
9696,38937,10,5,precisa melhorar. o aplicativo está muito lento.,True,95,2024-03-12 14:49:25
9697,38942,10,4,,False,100,2024-12-10 08:48:06
9698,38945,10,5,,True,100,2024-04-30 12:42:07
9699,38947,10,5,,False,100,2024-05-08 07:53:38
9700,38948,10,5,,True,100,2024-05-22 08:45:09
9701,38953,10,4,,False,100,2024-06-17 10:27:22
9702,38954,10,4,,False,100,2024-07-17 21:15:32
9703,38975,10,5,,False,100,2024-03-18 16:03:36
9704,38983,10,5,,True,100,2024-12-18 08:45:39
9705,38987,10,5,,True,100,2024-06-21 13:28:48
9706,38990,10,5,,False,100,2024-08-07 13:11:04
9707,38993,10,5,,False,100,2024-09-10 21:55:36
9708,39005,10,4,,False,100,2024-02-13 16:38:26
9709,39007,10,5,,False,100,2024-04-04 14:08:41
9710,39009,10,5,,True,100,2024-04-15 21:07:41
9711,39019,10,5,,True,100,2024-06-26 11:25:40
9712,39022,10,5,,True,100,2024-08-03 09:00:21
9713,39026,10,5,,True,100,2024-08-18 09:27:47
9714,39028,10,5,,False,100,2024-08-29 06:18:22
9715,39033,10,5,,False,100,2024-10-07 21:22:45
9716,39034,10,5,não foi uma boa experiência. tive vários problemas durante o uso. espero melhorias em breve.,True,100,2024-10-21 22:11:06
9717,39040,10,5,,True,100,2024-12-28 01:47:47
9718,39044,10,4,,False,100,2024-01-29 13:23:50
9719,39049,9,4,,False,83,2024-05-02 16:38:46
9720,39057,10,5,,False,100,2024-09-17 22:04:41
9721,39069,10,5,,False,100,2024-01-10 19:48:41
9722,39070,10,5,,False,100,2024-01-27 10:10:23
9723,39076,10,4,,True,100,2024-06-07 12:37:08
9724,39080,10,5,,True,100,2024-08-09 19:06:52
9725,39083,10,5,,False,100,2024-08-22 13:39:33
9726,39085,10,5,,True,100,2024-09-07 20:37:07
9727,39088,10,5,,False,100,2024-10-02 22:54:21
9728,39093,10,5,,False,100,2024-11-15 18:15:02
9729,39107,10,5,,True,100,2024-03-05 10:35:16
9730,39108,10,5,,True,100,2024-03-13 13:22:43
9731,39109,10,5,,False,100,2024-07-25 07:32:44
9732,39116,10,5,,True,100,2024-07-30 10:19:48
9733,39122,10,5,,True,100,2024-01-15 13:37:07
9734,39123,10,5,,False,100,2024-01-31 10:32:41
9735,39133,10,5,,True,100,2024-03-29 09:11:02
9736,39137,10,5,,True,100,2024-05-22 09:56:06
9737,39144,10,5,,False,100,2024-04-05 10:32:31
9738,39153,10,5,,True,100,2024-01-09 22:13:07
9739,39161,10,5,,False,100,2024-07-21 22:50:26
9740,39162,10,5,,False,100,2024-08-12 08:44:39
9741,39171,10,5,,False,100,2024-09-08 15:59:44
9742,39172,10,4,,False,100,2024-02-20 17:29:48
9743,39174,10,5,,True,100,2024-03-27 20:36:53
9744,39175,10,4,,True,100,2024-04-02 18:38:05
9745,39176,10,4,,True,100,2024-05-10 00:42:12
9746,39184,10,5,,False,100,2024-07-27 08:30:48
9747,39192,10,5,,True,100,2024-03-15 09:07:04
9748,39194,9,5,,False,100,2024-03-23 13:45:46
9749,39196,10,5,,True,100,2024-04-04 08:12:30
9750,39200,10,5,,False,100,2024-05-27 15:52:52
9751,39203,10,5,,True,100,2024-10-05 12:06:23
9752,39232,10,5,,True,100,2024-09-14 09:55:26
9753,39242,10,5,,True,100,2024-06-20 13:31:45
9754,39247,10,5,,False,100,2024-08-28 10:00:34
9755,39248,10,5,,False,100,2024-08-28 20:16:24
9756,39252,10,5,,False,100,2024-01-04 12:52:12
9757,39254,10,4,,False,85,2024-02-09 09:28:48
9758,39255,10,5,,True,100,2024-02-12 18:10:26
9759,39261,10,5,,False,100,2024-05-11 17:11:49
9760,39263,10,5,,False,100,2024-06-14 18:36:55
9761,39265,10,5,,False,100,2024-09-04 15:26:46
9762,39267,9,5,,True,100,2024-10-10 10:59:51
9763,39273,10,5,,False,100,2024-02-01 15:15:45
9764,39275,10,5,,True,100,2024-02-29 14:42:52
9765,39278,10,5,tive vários problemas durante o uso.,True,100,2024-03-23 11:46:33
9766,39279,10,5,,False,100,2024-03-25 12:59:08
9767,39283,10,5,,False,100,2024-04-29 12:18:50
9768,39285,10,5,,False,100,2024-05-11 01:19:51
9769,39289,10,5,,False,100,2024-08-02 12:25:11
9770,39290,10,5,,True,100,2024-08-22 09:21:37
9771,39298,10,5,,False,100,2024-12-29 22:31:02
9772,39300,10,5,,False,100,2024-01-08 10:02:53
9773,39303,10,5,,False,100,2024-03-18 12:33:57
9774,39307,10,5,,False,100,2024-04-11 21:03:21
9775,39313,10,5,,False,100,2024-09-25 20:47:36
9776,39327,10,5,,False,100,2024-02-15 07:59:40
9777,39329,10,5,,False,100,2024-04-03 10:16:35
9778,39330,10,5,,False,100,2024-04-17 19:08:52
9779,39331,10,5,,False,100,2024-04-24 09:33:07
9780,39334,10,5,,False,100,2024-04-27 21:54:48
9781,39337,10,5,,False,100,2024-05-10 13:17:26
9782,39339,10,5,,True,100,2024-06-19 17:18:49
9783,39343,10,5,,True,100,2024-07-15 16:41:40
9784,39345,4,2,não fui bem atendido. o pix não foi concluído e fiquei sem saber se o dinheiro saiu. isso é inaceitável.,False,33,2024-08-21 17:40:31
9785,39351,10,5,,True,100,2024-10-14 09:18:42
9786,39357,10,5,,False,100,2024-12-05 22:22:19
9787,39359,10,5,,False,100,2024-12-25 15:55:13
9788,39363,10,5,,True,100,2024-02-20 20:47:52
9789,39365,10,5,,False,100,2024-05-24 09:05:48
9790,39366,10,5,,False,100,2024-06-17 12:56:54
9791,39367,10,5,,False,100,2024-07-03 15:25:07
9792,39371,10,5,,False,100,2024-09-20 08:20:22
9793,39380,10,5,,False,100,2024-07-27 08:13:08
9794,39383,9,4,,True,100,2024-01-23 10:44:58
9795,39386,10,5,,True,100,2024-07-17 19:01:56
9796,39390,10,5,,True,100,2024-12-17 12:54:43
9797,39393,10,5,,False,100,2024-07-11 09:26:53
9798,39403,10,5,,True,100,2024-05-08 13:40:09
9799,39405,10,5,,True,100,2024-06-10 13:32:22
9800,39408,10,5,,True,100,2024-06-22 21:16:32
9801,39410,10,5,,False,100,2024-08-08 05:58:03
9802,39411,10,5,,True,100,2024-08-19 22:53:41
9803,39415,10,5,,False,100,2024-09-23 11:56:02
9804,39426,10,5,,False,100,2024-12-27 14:28:59
9805,39427,10,4,,False,100,2024-01-04 13:24:13
9806,39429,10,5,,False,100,2024-04-04 04:29:39
9807,39432,10,5,,True,100,2024-06-05 12:11:23
9808,39435,10,4,,True,100,2024-03-09 11:14:49
9809,39436,10,5,,False,100,2024-03-15 20:38:53
9810,39441,10,5,,True,100,2024-09-03 14:04:40
9811,39442,10,5,,True,100,2024-09-12 19:46:07
9812,39443,10,5,,False,100,2024-03-06 10:16:24
9813,39454,10,5,não foi uma boa experiência. a experiência poderia ser muito melhor.,False,100,2024-06-13 08:28:25
9814,39464,10,5,,False,100,2024-02-15 11:30:13
9815,39479,10,5,,False,100,2024-02-05 00:47:46
9816,39484,10,5,,False,100,2024-04-22 15:18:02
9817,39486,10,5,,True,100,2024-04-25 17:52:11
9818,39491,10,5,,False,100,2024-06-24 12:15:33
9819,39494,10,5,,True,100,2024-07-14 15:20:28
9820,39505,10,5,,False,100,2024-11-20 08:07:32
9821,39515,10,5,,False,100,2024-02-18 16:24:47
9822,39516,10,5,,True,100,2024-04-11 19:09:06
9823,39519,10,5,,True,100,2024-06-10 08:06:23
9824,39520,10,5,,False,100,2024-07-27 21:59:29
9825,39523,10,5,,False,100,2024-11-01 07:29:22
9826,39528,10,5,,False,100,2024-05-31 08:25:36
9827,39532,10,5,,False,100,2024-10-11 12:29:47
9828,39544,10,5,,False,100,2024-07-29 21:23:26
9829,39545,10,5,,False,100,2024-09-09 13:36:26
9830,39546,10,5,,False,100,2024-10-21 13:59:27
9831,39547,10,5,,True,100,2024-12-06 22:26:52
9832,39548,10,5,,False,98,2024-12-25 17:14:12
9833,39550,10,5,,False,100,2024-01-30 13:33:05
9834,39556,10,5,,False,100,2024-03-17 15:48:02
9835,39559,10,5,,False,100,2024-04-15 00:31:08
9836,39560,10,5,,False,100,2024-04-17 11:52:37
9837,39561,10,5,o app travou várias vezes. vou considerar usar outro banco.,False,100,2024-07-01 16:39:05
9838,39563,10,5,,False,93,2024-07-23 19:35:58
9839,39566,10,5,,False,100,2024-08-11 15:55:46
9840,39570,10,5,,False,100,2024-09-26 12:08:32
9841,39573,9,5,,False,100,2024-11-09 09:10:49
9842,39575,10,5,,False,100,2024-12-06 13:35:37
9843,39579,10,5,,False,100,2024-03-21 14:18:50
9844,39588,10,4,,False,93,2024-05-14 13:40:12
9845,39589,10,5,,False,100,2024-05-29 20:51:54
9846,39590,9,4,,True,100,2024-07-20 14:45:06
9847,39591,10,4,,True,100,2024-07-28 23:48:52
9848,39593,10,5,o aplicativo está muito lento.,False,100,2024-09-10 11:00:59
9849,39600,10,5,,True,100,2024-01-31 13:42:05
9850,39601,10,4,,False,100,2024-01-31 12:18:30
9851,39603,10,5,,False,100,2024-02-14 09:06:00
9852,39613,10,5,,False,100,2024-11-05 20:45:26
9853,39615,9,5,,True,100,2024-02-07 19:24:35
9854,39616,10,5,,False,100,2024-04-04 13:24:39
9855,39619,10,5,,True,100,2024-06-09 14:07:14
9856,39620,10,5,,False,100,2024-06-30 11:48:06
9857,39622,9,5,,True,100,2024-09-24 08:24:50
9858,39624,9,5,,False,100,2024-11-12 14:19:31
9859,39625,10,5,,False,100,2024-01-11 09:47:21
9860,39627,10,5,,False,100,2024-03-20 07:00:13
9861,39634,10,5,,False,100,2024-07-29 20:52:23
9862,39636,10,5,,False,93,2024-08-28 17:43:47
9863,39638,10,5,,False,100,2024-10-08 18:48:43
9864,39641,10,5,,False,100,2024-11-01 23:04:34
9865,39644,10,5,,False,100,2024-12-11 15:09:44
9866,39650,10,5,,False,100,2024-05-23 20:10:16
9867,39651,9,5,,True,100,2024-06-08 14:08:53
9868,39653,10,5,,True,100,2024-08-10 13:47:57
9869,39661,10,5,,False,100,2024-12-09 13:33:10
9870,39664,10,5,,False,100,2024-01-06 22:19:37
9871,39671,10,5,,False,100,2024-04-16 09:43:17
9872,39672,10,5,,False,100,2024-05-01 00:01:21
9873,39673,10,5,,False,100,2024-07-08 18:53:36
9874,39679,10,5,,False,100,2024-11-04 21:31:30
9875,39682,10,5,,False,100,2024-01-24 21:53:38
9876,39684,9,5,,False,100,2024-01-28 17:29:28
9877,39687,9,5,,False,78,2024-02-03 15:32:07
9878,39688,10,5,,False,100,2024-02-03 18:22:30
9879,39690,10,5,,False,100,2024-02-23 07:18:25
9880,39701,10,5,,False,100,2024-09-13 12:10:13
9881,39702,10,5,,False,100,2024-09-17 20:07:15
9882,39708,10,5,,False,100,2024-12-30 21:38:18
9883,39711,4,2,,True,30,2024-04-24 12:58:35
9884,39712,10,5,,False,100,2024-09-14 12:00:23
9885,39714,10,5,,False,100,2024-11-04 21:57:16
9886,39722,10,5,,False,100,2024-02-22 16:27:25
9887,39726,10,5,,False,100,2024-06-18 12:27:42
9888,39728,10,5,,False,100,2024-09-10 19:18:30
9889,39730,10,5,,False,100,2024-10-04 19:19:32
9890,39733,10,5,,False,100,2024-11-21 11:07:14
9891,39737,10,5,,True,100,2024-03-08 08:26:24
9892,39738,10,5,,True,100,2024-03-10 16:16:05
9893,39747,10,5,,True,100,2024-06-04 06:37:40
9894,39748,10,5,,False,100,2024-06-17 09:14:14
9895,39749,10,5,,False,100,2024-06-27 13:15:14
9896,39750,10,5,,False,100,2024-07-05 15:16:09
9897,39753,10,5,,True,100,2024-09-09 06:17:42
9898,39758,10,5,,False,100,2024-10-29 00:20:44
9899,39763,10,5,,False,100,2024-08-01 07:35:46
9900,39765,10,5,,True,100,2024-02-22 09:18:39
9901,39767,10,5,,False,100,2024-06-05 21:48:40
9902,39777,10,5,,False,100,2024-11-01 19:03:10
9903,39779,10,5,,False,100,2024-02-26 17:55:53
9904,39781,9,5,,False,98,2024-09-07 11:20:10
9905,39783,10,5,,False,100,2024-01-15 17:48:33
9906,39792,10,5,,False,100,2024-10-02 12:16:47
9907,39793,9,5,,False,100,2024-10-07 19:14:29
9908,39798,10,5,,True,100,2024-01-01 10:45:42
9909,39799,9,5,,True,100,2024-01-22 15:21:23
9910,39802,10,4,,False,100,2024-02-12 22:47:43
9911,39807,10,5,,False,100,2024-04-19 19:22:35
9912,39814,10,5,,False,100,2024-10-18 15:10:21
9913,39816,10,5,,False,100,2024-12-11 17:09:13
9914,39817,10,5,,True,100,2024-03-06 14:23:56
9915,39818,10,5,,True,100,2024-05-08 17:30:19
9916,39828,10,5,,False,100,2024-11-07 08:22:04
9917,39830,10,5,,False,100,2024-05-10 21:22:28
9918,39835,9,5,,False,100,2024-01-21 12:41:30
9919,39847,10,5,,False,100,2024-07-10 09:23:20
9920,39849,10,5,,False,100,2024-08-13 18:14:48
9921,39858,10,5,,True,100,2024-02-13 11:44:01
9922,39859,9,5,,False,100,2024-03-13 16:06:05
9923,39862,10,5,,True,100,2024-05-10 08:03:17
9924,39864,10,5,,False,100,2024-05-28 13:39:59
9925,39870,10,5,,False,100,2024-09-02 12:41:18
9926,39876,10,5,,True,100,2024-01-24 23:22:54
9927,39882,10,5,,False,88,2024-11-03 18:32:22
9928,39883,10,5,,False,100,2024-11-05 18:15:14
9929,39888,10,5,,False,100,2024-06-03 09:44:26
9930,39889,10,5,,True,100,2024-08-05 18:37:07
9931,39894,10,5,,False,100,2024-12-20 19:32:28
9932,39896,10,4,,True,100,2024-02-15 14:34:09
9933,39897,10,5,,True,100,2024-04-02 06:35:14
9934,39902,10,5,,False,100,2024-08-05 07:10:38
9935,39904,10,5,,False,100,2024-01-20 08:39:04
9936,39918,10,5,,True,100,2024-10-08 21:14:52
9937,39920,10,5,,False,100,2024-03-15 19:03:52
9938,39922,10,5,,False,100,2024-09-13 18:13:14
9939,39923,10,4,,True,100,2024-09-15 18:45:38
9940,39924,10,4,,False,100,2024-10-04 16:20:54
9941,39933,9,5,,False,100,2024-02-24 23:08:45
9942,39936,10,5,,False,95,2024-04-04 18:51:24
9943,39937,10,5,,True,100,2024-05-02 07:16:28
9944,39938,10,5,,False,100,2024-05-02 18:26:43
9945,39944,10,5,,True,100,2024-08-20 18:06:41
9946,39947,10,5,,False,100,2024-10-24 08:50:41
9947,39948,10,5,,False,100,2024-12-05 15:48:00
9948,39952,10,5,,False,100,2024-08-11 22:55:46
9949,39954,10,5,,False,100,2024-01-17 08:33:53
9950,39956,10,5,,False,100,2024-01-27 22:00:47
9951,39959,10,5,não foi uma boa experiência. a experiência poderia ser muito melhor.,False,100,2024-03-27 11:37:32
9952,39960,10,5,,False,100,2024-03-31 06:09:49
9953,39968,10,5,,False,100,2024-06-20 12:36:52
9954,39978,10,5,,True,100,2024-12-03 18:56:18
9955,39997,10,5,,True,100,2024-09-26 20:45:16
9956,40002,10,5,,False,100,2024-10-30 16:07:29
9957,40004,10,5,,False,100,2024-12-03 19:03:08
9958,40006,10,5,,True,100,2024-12-25 18:40:25
9959,40010,10,5,,False,100,2024-04-03 08:16:24
9960,40013,10,5,,False,100,2024-05-03 08:30:17
9961,40016,10,5,,False,100,2024-06-14 20:03:11
9962,40021,9,5,,False,100,2024-11-24 09:41:02
9963,40033,10,5,,False,100,2024-05-07 10:06:56
9964,40039,10,5,,False,100,2024-07-31 17:05:34
9965,40040,10,5,,True,100,2024-08-17 14:16:29
9966,40045,10,5,,False,100,2024-01-26 00:21:48
9967,40052,5,2,"o aplicativo não me deixa entrar. por favor, resolvam isso.",False,30,2024-03-16 16:00:13
9968,40055,10,5,,True,100,2024-03-30 13:00:38
9969,40057,10,5,,True,100,2024-04-26 13:26:52
9970,40062,10,5,,False,100,2024-07-08 16:44:41
9971,40063,10,5,,False,100,2024-07-14 09:57:27
9972,40067,10,5,,False,100,2024-08-01 18:34:46
9973,40069,10,5,,False,100,2024-08-20 13:03:25
9974,40076,9,5,,False,100,2024-09-06 08:15:36
9975,40081,10,5,,True,100,2024-11-07 11:29:32
9976,40084,10,5,,True,100,2024-12-17 20:13:05
9977,40087,10,5,,True,100,2024-04-06 12:27:28
9978,40089,10,5,,False,100,2024-01-19 18:14:58
9979,40090,10,5,,False,100,2024-03-01 19:01:25
9980,40094,10,5,,False,100,2024-07-10 18:05:11
9981,40100,10,5,,True,100,2024-12-06 20:26:54
9982,40108,10,5,não foi uma boa experiência. o app travou várias vezes.,False,100,2024-04-10 13:56:01
9983,40112,9,5,,False,80,2024-06-18 13:41:49
9984,40113,4,2,o aplicativo não me deixa entrar. espero melhorias em breve.,False,30,2024-06-23 08:47:20
9985,40138,10,4,,True,100,2024-08-15 09:08:39
9986,40142,10,5,,False,100,2024-09-09 01:04:58
9987,40143,10,5,,False,100,2024-10-03 06:19:11
9988,40148,10,5,,False,100,2024-01-26 09:28:35
9989,40150,10,5,,False,100,2024-03-07 09:25:39
9990,40155,10,4,não foi uma boa experiência. tive vários problemas durante o uso.,True,100,2024-02-03 08:03:43
9991,40165,10,5,,False,100,2024-04-22 21:26:58
9992,40166,10,5,,False,100,2024-05-04 18:13:26
9993,40170,10,5,,False,100,2024-06-21 18:53:55
9994,40173,10,5,,False,100,2024-05-20 20:12:22
9995,40174,9,5,,False,100,2024-07-09 18:33:27
9996,40186,10,4,,True,100,2024-03-15 07:08:53
9997,40187,10,5,,True,100,2024-04-17 10:53:42
9998,40188,10,5,,False,100,2024-05-01 18:04:50
9999,40189,10,5,,True,100,2024-05-02 13:29:07
10000,40191,9,5,,True,100,2024-05-28 14:20:04
10001,40196,10,5,,False,100,2024-12-23 20:29:12
10002,40210,10,5,,True,100,2024-08-09 08:23:18
10003,40214,10,5,,True,100,2024-10-21 07:56:39
10004,40215,10,4,,True,88,2024-11-10 16:57:59
10005,40217,10,5,,False,100,2024-12-22 16:09:02
10006,40218,10,5,,False,100,2024-12-23 21:01:24
10007,40221,10,5,,False,100,2024-04-04 23:58:39
10008,40228,10,5,,True,100,2024-07-25 17:11:51
10009,40229,10,5,,True,100,2024-08-07 01:16:25
10010,40230,10,5,,False,100,2024-08-30 13:07:30
10011,40231,10,5,,False,100,2024-10-19 21:24:20
10012,40234,10,5,,True,100,2024-01-11 21:15:45
10013,40240,10,5,,False,100,2024-04-20 13:24:39
10014,40243,10,5,,False,100,2024-05-19 07:24:10
10015,40244,10,5,,False,100,2024-05-19 08:14:15
10016,40255,10,4,,False,85,2024-10-29 20:04:30
10017,40258,10,4,,False,100,2024-12-11 07:51:17
10018,40260,10,5,,True,100,2024-03-15 15:57:47
10019,40263,10,5,,False,100,2024-05-08 22:35:02
10020,40264,10,5,,False,100,2024-07-01 08:37:16
10021,40266,10,5,,False,100,2024-12-04 21:27:15
10022,40275,10,5,precisa melhorar. fiquei tentando fazer login várias vezes. já usei outros aplicativos que funcionam melhor.,False,100,2024-03-26 18:26:36
10023,40278,10,5,,False,100,2024-06-03 13:35:44
10024,40280,10,5,,True,100,2024-06-14 10:02:25
10025,40281,10,5,,True,100,2024-06-17 17:53:46
10026,40283,10,5,,False,100,2024-07-15 20:54:25
10027,40286,10,5,,False,100,2024-08-24 08:30:14
10028,40287,10,5,,False,100,2024-08-28 08:20:36
10029,40290,10,5,,True,100,2024-09-20 14:20:14
10030,40301,10,5,,False,100,2024-11-25 19:21:56
10031,40302,10,5,,False,100,2024-12-15 21:34:55
10032,40303,9,5,,False,100,2024-02-21 21:19:17
10033,40306,10,5,,False,100,2024-04-11 18:58:45
10034,40308,10,5,,True,100,2024-08-17 15:25:32
10035,40310,10,5,,False,100,2024-09-23 19:06:49
10036,40312,9,5,,True,100,2024-10-01 21:55:52
10037,40313,10,5,,False,100,2024-10-06 15:21:54
10038,40314,10,5,,False,100,2024-10-12 23:38:58
10039,40315,10,4,,False,100,2024-10-18 14:37:06
10040,40322,10,5,,True,100,2024-01-12 19:51:14
10041,40330,10,5,,False,100,2024-04-25 08:02:11
10042,40337,10,5,,False,100,2024-02-05 07:02:28
10043,40338,9,5,,False,83,2024-02-21 22:32:34
10044,40344,10,5,,False,100,2024-01-02 15:02:58
10045,40350,9,5,,False,100,2024-03-13 11:35:05
10046,40355,10,5,,False,100,2024-06-19 16:25:49
10047,40358,10,5,,False,100,2024-10-15 12:40:16
10048,40360,10,5,,True,100,2024-11-29 20:11:04
10049,40363,9,5,,True,100,2024-12-09 15:30:19
10050,40365,9,5,,True,100,2024-03-08 17:21:12
10051,40370,10,5,,True,100,2024-10-28 18:16:44
10052,40384,10,5,,True,100,2024-03-19 15:58:26
10053,40388,10,5,,False,100,2024-04-20 09:20:12
10054,40391,10,5,,False,100,2024-05-09 19:42:16
10055,40393,10,5,,False,100,2024-06-08 08:14:19
10056,40394,10,5,,True,100,2024-06-11 16:25:50
10057,40402,9,5,,False,100,2024-09-01 14:54:28
10058,40410,10,5,,False,100,2024-10-21 10:04:59
10059,40413,10,5,,False,100,2024-11-12 10:29:20
10060,40425,10,4,,False,100,2024-11-30 06:41:10
10061,40428,10,5,,True,100,2024-02-22 08:32:05
10062,40430,10,5,,False,100,2024-03-02 20:06:10
10063,40432,10,5,,True,100,2024-06-08 20:55:42
10064,40435,10,5,,False,100,2024-03-16 22:52:51
10065,40438,10,5,,False,100,2024-04-06 05:33:28
10066,40443,10,5,,True,100,2024-11-27 12:19:22
10067,40445,10,5,,True,100,2024-01-01 22:10:09
10068,40451,10,5,,False,100,2024-03-18 17:29:43
10069,40456,10,5,,True,100,2024-03-05 12:52:28
10070,40460,10,5,,False,100,2024-04-26 13:41:46
10071,40466,10,5,,False,100,2024-07-29 13:26:03
10072,40471,10,5,,True,100,2024-10-03 08:48:35
10073,40473,10,5,,False,100,2024-10-18 09:15:42
10074,40474,10,5,,True,100,2024-10-29 09:23:23
10075,40485,10,5,,False,100,2024-11-25 21:14:26
10076,40489,10,5,,True,100,2024-04-21 18:38:13
10077,40491,10,5,,True,100,2024-09-28 08:57:12
10078,40495,9,5,,True,100,2024-04-02 22:05:41
10079,40498,10,5,,False,100,2024-07-11 09:47:28
10080,40500,10,4,"o app travou várias vezes. por favor, resolvam isso.",True,100,2024-07-11 21:20:02
10081,40506,3,2,muito insatisfeito. não consigo acessar minha conta. isso é inaceitável.,False,20,2024-03-12 22:59:46
10082,40509,10,5,,False,100,2024-06-06 18:54:49
10083,40510,10,5,,True,100,2024-06-24 13:29:55
10084,40511,10,4,,True,100,2024-06-30 13:37:54
10085,40515,10,5,,False,100,2024-01-04 21:52:18
10086,40517,10,5,,False,100,2024-03-20 19:53:33
10087,40525,10,5,,False,100,2024-01-26 12:42:13
10088,40535,10,5,,False,100,2024-05-20 08:04:20
10089,40543,10,4,,True,100,2024-07-29 10:33:29
10090,40547,10,5,,False,100,2024-08-19 18:18:24
10091,40556,10,5,,True,100,2024-10-19 06:09:06
10092,40561,10,5,,False,100,2024-12-20 03:17:52
10093,40562,10,5,,False,100,2024-12-21 15:39:55
10094,40564,10,5,,False,100,2024-10-02 08:25:55
10095,40569,10,5,,False,100,2024-03-04 12:48:48
10096,40571,10,5,,False,100,2024-05-03 21:28:38
10097,40603,10,5,,True,100,2024-11-06 23:02:57
10098,40607,10,5,,False,100,2024-12-09 12:26:42
10099,40613,10,4,,True,100,2024-04-09 20:29:23
10100,40614,10,5,,False,100,2024-05-12 09:50:18
10101,40615,10,5,,False,100,2024-05-24 20:25:42
10102,40617,10,5,,False,100,2024-09-06 15:57:32
10103,40618,9,5,,False,100,2024-12-10 14:34:35
10104,40621,10,5,,False,100,2024-06-15 22:50:24
10105,40625,10,5,,False,100,2024-05-12 02:08:25
10106,40628,9,5,,False,100,2024-10-04 14:47:45
10107,40631,10,5,,True,100,2024-04-12 13:26:41
10108,40634,10,5,,True,100,2024-06-13 21:46:12
10109,40641,10,5,,False,100,2024-11-11 08:39:35
10110,40642,10,5,,False,100,2024-12-21 18:38:29
10111,40645,4,2,não fui bem atendido. não consigo acessar minha conta. isso é inaceitável.,False,30,2024-01-02 21:41:07
