id_sessao,id_cliente,data_hora_inicio,dispositivo,versao_app,qualidade_conexao,duracao_segundos,data_hora_fim,abandonada,motivo_encerramento,score_experiencia
49320,13946,2024-09-02 21:51:46,iOS,6.0,Boa,101,2024-09-02 21:53:27,False,Logout,100
49321,13946,2024-09-09 10:55:03,iOS,5.9,Boa,97,2024-09-09 10:56:40,False,Logout,100
49322,13946,2024-10-07 19:43:22,iOS,6.0,Boa,34,2024-10-07 19:43:56,False,Logout,100
49323,13946,2024-10-11 22:56:06,iOS,6.0,Excelente,64,2024-10-11 22:57:10,False,Logout,100
49324,13946,2024-10-14 20:02:45,iOS,6.0,Regular,43,2024-10-14 20:03:28,False,Logout,100
49325,13946,2024-10-23 13:36:47,iOS,6.1,Regular,45,2024-10-23 13:37:32,False,Logout,100
49326,13946,2024-11-15 21:13:11,iOS,5.9,Excelente,64,2024-11-15 21:14:15,False,Logout,100
49327,13946,2024-11-28 07:26:33,iOS,6.0,Boa,44,2024-11-28 07:27:17,False,Logout,100
49328,13946,2024-12-06 09:35:17,iOS,6.0,Ruim,28,2024-12-06 09:35:45,True,Abandono,20
49329,13946,2024-12-15 07:37:33,iOS,6.0,Excelente,41,2024-12-15 07:38:14,False,Logout,100
49330,13946,2024-12-16 12:57:38,iOS,6.1,Boa,126,2024-12-16 12:59:44,False,Logout,100
49331,13947,2024-03-16 19:33:07,Android,6.0,Excelente,75,2024-03-16 19:34:22,False,Logout,100
49332,13947,2024-03-25 10:23:06,Android,6.0,Boa,90,2024-03-25 10:24:36,False,Logout,100
49333,13947,2024-05-19 10:34:12,Android,6.0,Excelente,60,2024-05-19 10:35:12,False,Logout,100
49334,13947,2024-07-05 12:20:27,Android,6.0,Boa,87,2024-07-05 12:21:54,False,Logout,100
49335,13947,2024-08-18 08:04:56,Android,6.1,Boa,39,2024-08-18 08:05:35,False,Logout,100
49336,13947,2024-09-03 16:40:59,Android,5.8,Boa,33,2024-09-03 16:41:32,False,Logout,100
49337,13947,2024-10-10 12:57:34,Android,6.1,Excelente,32,2024-10-10 12:58:06,False,Logout,100
49338,13947,2024-10-10 13:19:07,iOS,6.0,Boa,32,2024-10-10 13:19:39,False,Logout,100
49339,13947,2024-11-15 06:36:32,Android,6.1,Boa,243,2024-11-15 06:40:35,False,Logout,100
49340,13947,2024-12-19 14:40:17,Android,6.0,Excelente,44,2024-12-19 14:41:01,False,Logout,100
49341,13948,2024-01-29 09:49:00,iOS,6.0,Excelente,66,2024-01-29 09:50:06,False,Logout,100
49342,13948,2024-01-29 18:50:29,iOS,6.1,Boa,24,2024-01-29 18:50:53,False,Logout,100
49343,13948,2024-02-20 17:26:49,iOS,6.0,Excelente,82,2024-02-20 17:28:11,False,Logout,100
49344,13948,2024-03-04 10:15:53,iOS,6.1,Boa,28,2024-03-04 10:16:21,False,Logout,100
49345,13948,2024-03-20 16:43:03,iOS,6.1,Excelente,63,2024-03-20 16:44:06,False,Logout,100
49346,13948,2024-05-15 21:18:11,iOS,6.1,Regular,90,2024-05-15 21:19:41,False,Logout,100
49347,13948,2024-07-23 18:16:12,iOS,6.1,Excelente,63,2024-07-23 18:17:15,False,Logout,100
49348,13948,2024-09-22 19:03:42,iOS,6.0,Boa,40,2024-09-22 19:04:22,False,Logout,100
49349,13948,2024-11-10 08:18:47,iOS,5.9,Excelente,55,2024-11-10 08:19:42,True,Abandono,33
49350,13948,2024-11-11 11:48:57,iOS,6.1,Boa,79,2024-11-11 11:50:16,False,Logout,100
49351,13960,2024-02-25 08:02:05,Android,5.9,Boa,45,2024-02-25 08:02:50,False,Logout,100
49352,13960,2024-05-31 15:15:39,Android,6.1,Boa,49,2024-05-31 15:16:28,False,Logout,100
49353,13960,2024-07-23 18:58:07,Android,6.1,Excelente,23,2024-07-23 18:58:30,False,Logout,100
49354,13960,2024-08-08 17:10:35,Android,6.1,Excelente,56,2024-08-08 17:11:31,False,Logout,100
49355,13960,2024-11-14 09:24:07,Android,6.0,Regular,261,2024-11-14 09:28:28,False,Logout,100
49356,13960,2024-12-02 08:30:36,Android,6.1,Excelente,82,2024-12-02 08:31:58,False,Logout,100
49357,13960,2024-12-05 15:49:37,Android,6.1,Boa,52,2024-12-05 15:50:29,False,Logout,100
49358,13960,2024-12-14 10:57:47,Android,6.1,Boa,48,2024-12-14 10:58:35,False,Logout,100
49359,13966,2024-02-03 17:26:31,iOS,6.0,Boa,58,2024-02-03 17:27:29,False,Logout,100
49360,13966,2024-03-13 20:38:28,iOS,6.1,Excelente,26,2024-03-13 20:38:54,False,Logout,100
49361,13966,2024-06-10 23:53:09,iOS,6.1,Boa,69,2024-06-10 23:54:18,False,Logout,100
49362,13966,2024-07-08 16:00:31,iOS,6.0,Ruim,126,2024-07-08 16:02:37,False,Logout,93
49363,13974,2024-02-02 19:54:35,iOS,6.1,Boa,53,2024-02-02 19:55:28,False,Logout,100
49364,13974,2024-02-08 12:40:55,iOS,6.1,Regular,11,2024-02-08 12:41:06,True,Abandono,20
49365,13974,2024-03-01 13:17:14,iOS,6.1,Ruim,65,2024-03-01 13:18:19,False,Logout,100
49366,13974,2024-03-06 14:59:51,iOS,5.9,Excelente,27,2024-03-06 15:00:18,False,Logout,100
49367,13974,2024-03-06 23:08:22,iOS,6.0,Excelente,68,2024-03-06 23:09:30,False,Logout,100
49368,13974,2024-03-13 12:10:13,iOS,6.0,Boa,34,2024-03-13 12:10:47,False,Logout,100
49369,13974,2024-04-18 23:49:07,iOS,6.0,Boa,27,2024-04-18 23:49:34,False,Logout,100
49370,13974,2024-05-21 21:45:50,iOS,6.0,Excelente,42,2024-05-21 21:46:32,False,Logout,100
49371,13974,2024-06-19 10:14:28,iOS,6.1,Excelente,40,2024-06-19 10:15:08,False,Logout,100
49372,13974,2024-08-04 12:30:14,iOS,6.1,Excelente,80,2024-08-04 12:31:34,False,Logout,100
49373,13974,2024-09-05 15:43:18,Android,6.0,Excelente,68,2024-09-05 15:44:26,False,Logout,100
49374,13974,2024-11-26 17:59:52,iOS,6.0,Regular,91,2024-11-26 18:01:23,False,Logout,100
49375,13978,2024-02-15 10:42:04,iOS,6.0,Boa,28,2024-02-15 10:42:32,False,Logout,100
49376,13982,2024-01-03 08:11:16,Android,6.1,Boa,144,2024-01-03 08:13:40,False,Logout,100
49377,13982,2024-01-04 15:45:03,Android,6.1,Boa,88,2024-01-04 15:46:31,False,Logout,100
49378,13982,2024-01-18 08:11:35,Android,6.1,Boa,71,2024-01-18 08:12:46,False,Logout,100
49379,13982,2024-02-01 10:56:54,Android,6.1,Boa,23,2024-02-01 10:57:17,False,Logout,100
49380,13982,2024-03-27 21:20:20,Android,6.1,Excelente,14,2024-03-27 21:20:34,True,Abandono,20
49381,13982,2024-04-02 10:33:03,Android,6.0,Excelente,26,2024-04-02 10:33:29,False,Logout,100
49382,13982,2024-04-03 21:51:06,Android,6.1,Regular,67,2024-04-03 21:52:13,False,Logout,100
49383,13982,2024-04-17 18:00:14,Android,6.0,Excelente,44,2024-04-17 18:00:58,False,Logout,100
49384,13982,2024-04-18 16:22:02,Android,5.9,Excelente,45,2024-04-18 16:22:47,False,Logout,100
49385,13982,2024-05-20 19:13:46,Android,6.0,Excelente,42,2024-05-20 19:14:28,False,Logout,100
49386,13982,2024-06-23 11:09:22,Android,6.1,Excelente,27,2024-06-23 11:09:49,False,Logout,100
49387,13982,2024-07-05 08:13:03,Android,5.8,Boa,70,2024-07-05 08:14:13,False,Logout,100
49388,13982,2024-08-26 19:43:18,Android,6.1,Boa,88,2024-08-26 19:44:46,False,Logout,70
49389,13982,2024-09-24 20:53:27,Android,6.1,Regular,35,2024-09-24 20:54:02,False,Logout,100
49390,13982,2024-11-27 21:35:02,Android,6.0,Boa,20,2024-11-27 21:35:22,False,Logout,100
49391,13982,2024-12-19 06:52:39,Android,6.0,Boa,29,2024-12-19 06:53:08,False,Logout,100
49392,13982,2024-12-22 18:11:39,iOS,5.9,Boa,30,2024-12-22 18:12:09,False,Logout,100
49393,13982,2024-12-23 16:15:42,Android,5.9,Boa,22,2024-12-23 16:16:04,False,Logout,100
49394,13982,2024-12-26 21:11:56,Android,6.1,Boa,83,2024-12-26 21:13:19,False,Logout,100
49395,13987,2024-01-23 19:08:57,Android,6.1,Boa,24,2024-01-23 19:09:21,False,Logout,100
49396,13987,2024-02-04 14:54:02,Android,6.1,Boa,131,2024-02-04 14:56:13,False,Logout,100
49397,13987,2024-02-09 06:22:12,Android,6.1,Excelente,107,2024-02-09 06:23:59,False,Logout,100
49398,13987,2024-03-19 08:45:38,Android,6.1,Excelente,29,2024-03-19 08:46:07,False,Logout,100
49399,13987,2024-03-19 18:55:06,Android,6.1,Ruim,250,2024-03-19 18:59:16,False,Logout,100
49400,13987,2024-04-12 12:08:02,Android,6.1,Excelente,262,2024-04-12 12:12:24,False,Logout,100
49401,13987,2024-05-16 13:54:19,Android,6.1,Boa,32,2024-05-16 13:54:51,False,Logout,100
49402,13987,2024-07-10 13:19:58,Android,6.1,Regular,65,2024-07-10 13:21:03,False,Logout,100
49403,13987,2024-07-28 13:09:15,Android,6.1,Boa,69,2024-07-28 13:10:24,False,Logout,100
49404,13987,2024-08-02 10:05:29,Android,6.0,Excelente,104,2024-08-02 10:07:13,False,Logout,100
49405,13987,2024-08-29 19:33:46,Android,6.0,Excelente,64,2024-08-29 19:34:50,False,Logout,100
49406,13987,2024-10-09 11:44:30,Android,6.1,Boa,71,2024-10-09 11:45:41,False,Logout,100
49407,13987,2024-11-06 19:53:04,Android,6.0,Boa,32,2024-11-06 19:53:36,False,Logout,100
49408,13987,2024-11-11 16:57:55,Android,5.9,Ruim,100,2024-11-11 16:59:35,False,Logout,100
49409,13987,2024-12-12 16:31:26,Android,6.1,Excelente,195,2024-12-12 16:34:41,False,Logout,100
49410,13989,2024-02-12 10:21:54,Android,6.0,Regular,32,2024-02-12 10:22:26,False,Logout,100
49411,13989,2024-03-12 09:20:05,Android,6.1,Excelente,47,2024-03-12 09:20:52,False,Logout,100
49412,13989,2024-03-14 15:19:57,Android,6.1,Excelente,40,2024-03-14 15:20:37,False,Logout,100
49413,13989,2024-04-15 12:13:18,Android,5.8,Regular,200,2024-04-15 12:16:38,False,Logout,90
49414,13989,2024-04-17 08:45:23,Android,6.0,Excelente,61,2024-04-17 08:46:24,False,Logout,100
49415,13989,2024-04-26 05:57:06,Android,6.1,Ruim,167,2024-04-26 05:59:53,False,Logout,100
49416,13989,2024-05-03 20:06:53,Android,6.1,Boa,59,2024-05-03 20:07:52,False,Logout,100
49417,13989,2024-05-14 16:03:48,Android,6.1,Excelente,80,2024-05-14 16:05:08,False,Logout,100
49418,13989,2024-05-23 20:52:08,Android,6.0,Boa,165,2024-05-23 20:54:53,False,Logout,100
49419,13989,2024-07-01 16:44:20,Android,6.0,Boa,46,2024-07-01 16:45:06,False,Logout,100
49420,13989,2024-07-02 02:59:59,Android,6.1,Boa,44,2024-07-02 03:00:43,True,Abandono,33
49421,13989,2024-07-22 08:16:03,Android,6.1,Boa,75,2024-07-22 08:17:18,False,Logout,100
49422,13989,2024-07-29 21:33:56,Android,6.0,Excelente,26,2024-07-29 21:34:22,False,Logout,100
49423,13989,2024-08-02 15:29:44,Android,6.1,Regular,50,2024-08-02 15:30:34,False,Logout,100
49424,13989,2024-08-04 20:16:27,Android,6.0,Excelente,29,2024-08-04 20:16:56,False,Logout,100
49425,13989,2024-08-06 04:17:22,Android,6.0,Boa,107,2024-08-06 04:19:09,False,Logout,100
49426,13989,2024-10-22 21:28:49,Android,6.1,Excelente,77,2024-10-22 21:30:06,False,Logout,100
49427,13989,2024-10-26 10:27:18,Android,6.1,Excelente,31,2024-10-26 10:27:49,False,Logout,100
49428,13989,2024-10-31 16:40:04,iOS,6.0,Boa,63,2024-10-31 16:41:07,False,Logout,100
49429,13989,2024-11-27 10:12:41,Android,5.9,Boa,43,2024-11-27 10:13:24,False,Logout,100
49430,13989,2024-12-13 19:18:33,Android,6.1,Excelente,48,2024-12-13 19:19:21,False,Logout,100
49431,13989,2024-12-26 08:46:36,Android,6.1,Boa,86,2024-12-26 08:48:02,False,Logout,100
49432,13991,2024-01-04 18:38:02,iOS,6.0,Boa,56,2024-01-04 18:38:58,False,Logout,100
49433,13991,2024-10-21 04:19:37,iOS,6.1,Regular,163,2024-10-21 04:22:20,False,Logout,88
49434,13991,2024-12-30 15:19:26,iOS,6.0,Excelente,52,2024-12-30 15:20:18,False,Logout,100
49435,13992,2024-01-13 14:56:18,Android,6.1,Excelente,54,2024-01-13 14:57:12,False,Logout,100
49436,13992,2024-04-03 20:18:15,Android,6.1,Excelente,94,2024-04-03 20:19:49,False,Logout,100
49437,13992,2024-05-09 02:35:49,Android,6.0,Excelente,33,2024-05-09 02:36:22,False,Logout,100
49438,13992,2024-07-24 19:16:50,Android,6.1,Boa,58,2024-07-24 19:17:48,False,Logout,100
49439,13992,2024-10-07 19:10:37,Android,6.1,Regular,38,2024-10-07 19:11:15,False,Logout,100
49440,13992,2024-11-22 18:55:43,Android,6.0,Regular,82,2024-11-22 18:57:05,False,Logout,100
49441,13992,2024-11-25 08:43:21,Android,6.0,Excelente,59,2024-11-25 08:44:20,False,Logout,100
49442,13994,2024-01-03 19:44:46,Android,6.1,Boa,39,2024-01-03 19:45:25,True,Abandono,33
49443,13994,2024-01-22 09:08:05,Android,5.9,Excelente,33,2024-01-22 09:08:38,False,Logout,100
49444,13994,2024-03-04 15:19:33,Android,6.0,Boa,117,2024-03-04 15:21:30,False,Logout,100
49445,13994,2024-05-09 07:58:56,Android,6.1,Regular,62,2024-05-09 07:59:58,False,Logout,100
49446,13994,2024-05-17 13:49:17,Android,6.0,Excelente,32,2024-05-17 13:49:49,False,Logout,100
49447,13994,2024-06-03 08:44:19,Android,6.0,Excelente,104,2024-06-03 08:46:03,False,Logout,100
49448,13994,2024-08-26 12:31:17,Android,6.1,Excelente,36,2024-08-26 12:31:53,False,Logout,100
49449,13994,2024-10-20 21:23:00,Android,5.9,Boa,114,2024-10-20 21:24:54,False,Logout,100
49450,13994,2024-11-24 00:08:53,Android,6.1,Excelente,109,2024-11-24 00:10:42,False,Logout,100
49451,13994,2024-12-16 10:24:29,Android,6.1,Boa,134,2024-12-16 10:26:43,False,Logout,100
49452,14000,2024-04-11 20:41:26,Android,6.1,Excelente,53,2024-04-11 20:42:19,False,Logout,100
49453,14000,2024-04-15 10:53:28,Android,6.0,Boa,46,2024-04-15 10:54:14,False,Logout,100
49454,14000,2024-09-15 14:03:59,Android,6.0,Excelente,43,2024-09-15 14:04:42,False,Logout,100
49455,14000,2024-09-18 13:21:03,Android,5.9,Regular,182,2024-09-18 13:24:05,False,Logout,100
49456,14000,2024-11-05 07:17:20,Android,6.1,Boa,10,2024-11-05 07:17:30,True,Abandono,30
49457,14000,2024-11-18 22:54:18,Android,6.0,Boa,42,2024-11-18 22:55:00,False,Logout,100
49458,14000,2024-12-16 08:56:03,Android,6.0,Boa,74,2024-12-16 08:57:17,False,Logout,100
49459,14001,2024-01-20 19:10:50,Android,6.0,Excelente,87,2024-01-20 19:12:17,False,Logout,100
49460,14001,2024-02-02 16:52:00,Android,6.0,Excelente,42,2024-02-02 16:52:42,False,Logout,100
49461,14001,2024-02-02 17:26:13,Android,6.0,Boa,50,2024-02-02 17:27:03,False,Logout,100
49462,14001,2024-02-19 21:51:58,Android,6.1,Ruim,19,2024-02-19 21:52:17,True,Abandono,20
49463,14001,2024-02-22 16:02:59,iOS,6.1,Boa,66,2024-02-22 16:04:05,False,Logout,100
49464,14001,2024-04-12 18:26:42,Android,6.0,Regular,95,2024-04-12 18:28:17,False,Logout,83
49465,14001,2024-05-27 16:32:34,Android,6.1,Boa,28,2024-05-27 16:33:02,False,Logout,100
49466,14001,2024-05-31 18:13:05,iOS,6.0,Boa,160,2024-05-31 18:15:45,False,Logout,100
49467,14001,2024-06-03 23:27:50,Android,6.1,Ruim,227,2024-06-03 23:31:37,False,Logout,100
49468,14001,2024-07-01 10:00:47,Android,6.0,Boa,60,2024-07-01 10:01:47,False,Logout,100
49469,14001,2024-07-11 08:15:49,Android,6.0,Boa,190,2024-07-11 08:18:59,False,Logout,100
49470,14001,2024-08-08 19:22:14,Android,6.1,Regular,70,2024-08-08 19:23:24,False,Logout,100
49471,14001,2024-08-25 13:47:16,Android,6.1,Boa,88,2024-08-25 13:48:44,False,Logout,100
49472,14001,2024-09-10 14:39:05,Android,5.8,Boa,28,2024-09-10 14:39:33,False,Logout,100
49473,14001,2024-10-01 16:09:46,Android,6.0,Boa,62,2024-10-01 16:10:48,False,Logout,100
49474,14001,2024-10-02 11:44:23,Android,6.0,Regular,58,2024-10-02 11:45:21,False,Logout,100
49475,14001,2024-11-04 13:29:50,Android,6.0,Boa,163,2024-11-04 13:32:33,False,Logout,100
49476,14001,2024-11-18 18:29:21,Android,6.1,Boa,127,2024-11-18 18:31:28,False,Logout,100
49477,14001,2024-12-16 20:40:00,Android,6.1,Excelente,11,2024-12-16 20:40:11,True,Abandono,20
49478,14001,2024-12-17 13:51:15,Android,6.0,Regular,64,2024-12-17 13:52:19,False,Logout,100
49479,14002,2024-01-01 20:37:24,iOS,6.1,Ruim,118,2024-01-01 20:39:22,True,Abandono,25
49480,14002,2024-03-20 13:08:31,iOS,6.0,Excelente,55,2024-03-20 13:09:26,False,Logout,73
49481,14002,2024-03-24 15:27:08,iOS,6.0,Boa,26,2024-03-24 15:27:34,False,Logout,100
49482,14002,2024-04-07 21:05:20,iOS,6.0,Regular,59,2024-04-07 21:06:19,False,Logout,100
49483,14002,2024-05-22 19:16:17,iOS,6.0,Boa,212,2024-05-22 19:19:49,False,Logout,85
49484,14002,2024-06-10 18:46:17,iOS,6.0,Boa,53,2024-06-10 18:47:10,False,Logout,100
49485,14002,2024-07-14 09:04:39,iOS,6.0,Boa,28,2024-07-14 09:05:07,False,Logout,100
49486,14002,2024-09-18 21:49:30,iOS,6.1,Excelente,47,2024-09-18 21:50:17,False,Logout,100
49487,14002,2024-10-09 22:47:04,iOS,6.1,Regular,94,2024-10-09 22:48:38,False,Logout,100
49488,14003,2024-01-24 05:02:20,iOS,5.9,Regular,69,2024-01-24 05:03:29,False,Logout,88
49489,14003,2024-02-13 18:33:03,iOS,6.0,Excelente,48,2024-02-13 18:33:51,False,Logout,100
49490,14003,2024-03-20 23:52:43,iOS,6.1,Regular,73,2024-03-20 23:53:56,False,Logout,100
49491,14003,2024-03-30 06:22:54,iOS,6.0,Excelente,50,2024-03-30 06:23:44,False,Logout,100
49492,14003,2024-04-28 00:04:45,iOS,6.0,Boa,167,2024-04-28 00:07:32,False,Logout,100
49493,14003,2024-05-25 16:37:50,iOS,6.1,Boa,75,2024-05-25 16:39:05,False,Logout,100
49494,14003,2024-06-04 12:32:29,iOS,6.1,Excelente,70,2024-06-04 12:33:39,False,Logout,100
49495,14003,2024-10-28 13:41:47,iOS,6.1,Excelente,28,2024-10-28 13:42:15,False,Logout,100
49496,14003,2024-12-12 06:31:46,iOS,6.0,Excelente,180,2024-12-12 06:34:46,False,Logout,100
49497,14004,2024-04-13 13:26:50,Android,6.0,Boa,49,2024-04-13 13:27:39,False,Logout,100
49498,14004,2024-04-15 09:36:56,iOS,6.0,Regular,66,2024-04-15 09:38:02,False,Logout,100
49499,14004,2024-05-28 08:47:14,iOS,6.1,Regular,42,2024-05-28 08:47:56,False,Logout,100
49500,14004,2024-08-19 19:44:58,Android,6.1,Excelente,62,2024-08-19 19:46:00,False,Logout,100
49501,14004,2024-12-04 20:46:45,iOS,6.1,Boa,23,2024-12-04 20:47:08,False,Logout,100
49502,14004,2024-12-16 21:34:14,iOS,6.1,Boa,59,2024-12-16 21:35:13,False,Logout,100
49503,14005,2024-02-29 22:28:35,Android,5.9,Excelente,67,2024-02-29 22:29:42,False,Logout,100
49504,14005,2024-03-05 10:17:53,Android,6.0,Boa,157,2024-03-05 10:20:30,False,Logout,100
49505,14005,2024-03-27 21:54:42,Android,6.0,Regular,159,2024-03-27 21:57:21,False,Logout,100
49506,14005,2024-04-09 07:50:50,Android,6.1,Boa,30,2024-04-09 07:51:20,False,Logout,100
49507,14005,2024-04-11 23:08:46,Android,6.0,Regular,66,2024-04-11 23:09:52,False,Logout,100
49508,14005,2024-04-20 09:00:21,Android,6.1,Excelente,82,2024-04-20 09:01:43,False,Logout,100
49509,14005,2024-05-03 18:05:53,Android,5.9,Boa,151,2024-05-03 18:08:24,False,Logout,100
49510,14005,2024-05-06 11:30:51,Android,6.1,Excelente,148,2024-05-06 11:33:19,False,Logout,100
49511,14005,2024-05-08 20:11:19,Android,6.0,Boa,56,2024-05-08 20:12:15,False,Logout,100
49512,14005,2024-05-09 09:10:27,Android,5.9,Boa,89,2024-05-09 09:11:56,False,Logout,100
49513,14005,2024-05-13 08:41:51,Android,6.0,Excelente,61,2024-05-13 08:42:52,False,Logout,100
49514,14005,2024-06-04 12:44:02,Android,6.1,Boa,27,2024-06-04 12:44:29,False,Logout,100
49515,14005,2024-07-27 13:13:50,Android,6.0,Excelente,49,2024-07-27 13:14:39,False,Logout,100
49516,14005,2024-09-11 09:11:12,Android,6.0,Boa,55,2024-09-11 09:12:07,False,Logout,73
49517,14005,2024-11-05 12:47:33,Android,6.1,Boa,57,2024-11-05 12:48:30,False,Logout,100
49518,14007,2024-01-16 04:26:54,iOS,6.0,Boa,34,2024-01-16 04:27:28,False,Logout,100
49519,14007,2024-04-26 15:15:31,iOS,6.0,Excelente,79,2024-04-26 15:16:50,False,Logout,100
49520,14007,2024-10-19 21:06:50,iOS,6.1,Regular,139,2024-10-19 21:09:09,False,Logout,100
49521,14007,2024-10-24 08:07:18,iOS,6.1,Excelente,55,2024-10-24 08:08:13,False,Logout,100
49522,14007,2024-12-04 18:07:39,iOS,6.1,Excelente,46,2024-12-04 18:08:25,False,Logout,100
49523,14011,2024-01-04 10:59:17,Android,6.0,Boa,22,2024-01-04 10:59:39,False,Logout,100
49524,14011,2024-01-04 13:31:07,Android,6.1,Excelente,63,2024-01-04 13:32:10,False,Logout,100
49525,14011,2024-01-08 11:47:44,Android,5.9,Boa,35,2024-01-08 11:48:19,False,Logout,100
49526,14011,2024-01-23 15:23:50,Android,6.1,Excelente,35,2024-01-23 15:24:25,False,Logout,100
49527,14011,2024-01-30 09:40:01,Android,5.9,Boa,30,2024-01-30 09:40:31,False,Logout,100
49528,14011,2024-02-05 07:31:50,Android,6.0,Regular,122,2024-02-05 07:33:52,False,Logout,100
49529,14011,2024-02-07 15:35:57,Android,6.0,Excelente,109,2024-02-07 15:37:46,False,Logout,100
49530,14011,2024-02-10 08:22:20,iOS,6.0,Excelente,65,2024-02-10 08:23:25,False,Logout,100
49531,14011,2024-02-11 16:32:42,Android,6.0,Boa,16,2024-02-11 16:32:58,True,Abandono,30
49532,14011,2024-02-19 08:56:20,Android,6.0,Boa,23,2024-02-19 08:56:43,False,Logout,100
49533,14011,2024-02-21 08:10:03,Android,6.0,Ruim,55,2024-02-21 08:10:58,False,Logout,100
49534,14011,2024-02-26 04:06:50,Android,6.0,Boa,23,2024-02-26 04:07:13,False,Logout,100
49535,14011,2024-03-05 12:06:56,Android,6.1,Boa,69,2024-03-05 12:08:05,False,Logout,100
49536,14011,2024-03-08 20:14:59,Android,6.1,Regular,73,2024-03-08 20:16:12,False,Logout,100
49537,14011,2024-03-16 13:42:01,Android,5.9,Excelente,71,2024-03-16 13:43:12,False,Logout,100
49538,14011,2024-03-21 07:08:18,Android,6.1,Excelente,103,2024-03-21 07:10:01,False,Logout,100
49539,14011,2024-03-21 12:09:50,Android,5.9,Excelente,50,2024-03-21 12:10:40,False,Logout,100
49540,14011,2024-04-05 19:24:51,Android,5.9,Regular,21,2024-04-05 19:25:12,True,Abandono,20
49541,14011,2024-04-19 12:12:29,Android,6.1,Excelente,32,2024-04-19 12:13:01,False,Logout,100
49542,14011,2024-04-28 09:58:30,Android,6.1,Boa,77,2024-04-28 09:59:47,False,Logout,100
49543,14011,2024-05-10 21:50:46,Android,6.1,Regular,64,2024-05-10 21:51:50,False,Logout,100
49544,14011,2024-05-12 10:49:37,Android,6.1,Excelente,105,2024-05-12 10:51:22,False,Logout,100
49545,14011,2024-05-14 11:35:42,Android,6.0,Excelente,29,2024-05-14 11:36:11,False,Logout,100
49546,14011,2024-05-27 09:15:29,Android,6.0,Excelente,30,2024-05-27 09:15:59,False,Logout,100
49547,14011,2024-07-01 16:23:38,Android,6.1,Excelente,37,2024-07-01 16:24:15,False,Logout,100
49548,14011,2024-07-20 15:33:42,Android,6.1,Boa,139,2024-07-20 15:36:01,False,Logout,88
49549,14011,2024-08-14 14:37:22,Android,6.0,Regular,56,2024-08-14 14:38:18,False,Logout,100
49550,14011,2024-08-22 09:48:16,Android,6.0,Boa,25,2024-08-22 09:48:41,False,Logout,100
49551,14011,2024-09-04 16:35:47,Android,6.1,Excelente,85,2024-09-04 16:37:12,False,Logout,100
49552,14011,2024-09-04 22:02:52,Android,6.0,Regular,75,2024-09-04 22:04:07,False,Logout,100
49553,14011,2024-09-18 08:09:59,Android,6.1,Excelente,46,2024-09-18 08:10:45,False,Logout,100
49554,14011,2024-09-19 15:36:50,Android,6.1,Boa,29,2024-09-19 15:37:19,False,Logout,100
49555,14011,2024-09-27 18:37:24,Android,6.1,Regular,39,2024-09-27 18:38:03,False,Logout,100
49556,14011,2024-10-01 10:41:56,Android,6.0,Excelente,174,2024-10-01 10:44:50,False,Logout,100
49557,14011,2024-10-08 08:38:51,Android,6.0,Excelente,49,2024-10-08 08:39:40,False,Logout,100
49558,14011,2024-10-17 19:31:57,Android,6.1,Regular,76,2024-10-17 19:33:13,False,Logout,100
49559,14011,2024-10-25 08:02:41,Android,6.1,Regular,28,2024-10-25 08:03:09,False,Logout,100
49560,14011,2024-11-06 18:18:49,Android,6.1,Boa,82,2024-11-06 18:20:11,False,Logout,100
49561,14011,2024-11-07 09:39:06,Android,6.0,Ruim,313,2024-11-07 09:44:19,False,Logout,100
49562,14011,2024-11-24 11:08:47,Android,5.9,Boa,47,2024-11-24 11:09:34,False,Logout,100
49563,14011,2024-12-02 16:59:26,Android,6.1,Excelente,132,2024-12-02 17:01:38,False,Logout,100
49564,14011,2024-12-23 12:45:45,Android,6.1,Boa,20,2024-12-23 12:46:05,False,Logout,100
49565,14011,2024-12-24 18:37:21,Android,6.0,Boa,32,2024-12-24 18:37:53,False,Logout,100
49566,14011,2024-12-24 21:46:58,Android,6.0,Boa,48,2024-12-24 21:47:46,False,Logout,100
49567,14013,2024-01-13 09:28:09,iOS,6.0,Boa,23,2024-01-13 09:28:32,False,Logout,100
49568,14013,2024-01-31 02:40:16,iOS,6.0,Excelente,53,2024-01-31 02:41:09,False,Logout,100
49569,14013,2024-02-12 22:55:21,iOS,6.0,Boa,69,2024-02-12 22:56:30,False,Logout,100
49570,14013,2024-02-18 21:47:12,iOS,6.1,Excelente,27,2024-02-18 21:47:39,False,Logout,100
49571,14013,2024-03-19 16:07:27,iOS,6.0,Boa,67,2024-03-19 16:08:34,False,Logout,100
49572,14013,2024-04-02 18:17:25,iOS,6.1,Boa,45,2024-04-02 18:18:10,False,Logout,100
49573,14013,2024-04-04 22:22:54,iOS,5.9,Excelente,26,2024-04-04 22:23:20,False,Logout,100
49574,14013,2024-04-10 10:25:47,iOS,5.9,Ruim,56,2024-04-10 10:26:43,True,Abandono,5
49575,14013,2024-04-16 13:08:19,iOS,6.0,Boa,25,2024-04-16 13:08:44,False,Logout,100
49576,14013,2024-04-20 11:00:51,iOS,6.0,Excelente,79,2024-04-20 11:02:10,False,Logout,100
49577,14013,2024-05-12 19:55:47,iOS,6.1,Boa,109,2024-05-12 19:57:36,False,Logout,100
